"displayname","ou","dn","objectguid","syncattrs_hash","dn_hash","whencreated","whenchanged","placeholder"
N575707北斗稽徵所營所遺贈稅股,N575707,"OU=N575707,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","5e52a306b06f46f5a3ff5e52a306b06f",c8d52b03d18a098b35c4541096b07f3cbaec59762d084e837f83fbc3576a6766,"81aedfb6938d47509bdf5d40511408c56d677282f695fb65c4542c81f763628b",2013-03-08 10:21:15,2023-01-13 18:50:17,inner
B011L03主計室第三股,B011L03,"OU=B011L03,OU=B011L00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",b8225152adc9cd48ad8dfdd342e2f174,c1bec3ca666f1b3b317e9233924e89a8a85df1ef7b5bc88b8791112ff23d08d9,c7e133ca682db9852bc6fdf8a57651a93118e876966099ad6928e4ccea340cb3,2012-02-06 15:33:55,2023-01-13 18:46:40,inner
B011L04主計室第四股,B011L04,"OU=B011L04,OU=B011L00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","6999e660279dff4f8891e12b56315928","4d9b7398a1f2f64c93dd92e3be6e95942a79c78ab067bcd09402b237b60906d3","426ca49e8b4757726462fd82c7a6ccf2312b1a7469db1d00af29dc2be56cc81a",2012-02-06 15:33:56,2023-01-13 18:46:40,inner
B011N02政風室二股,B011N02,"OU=B011N02,OU=B011N00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","8cc88a032664c142ad7ff813802e22e7","296a27724df910bb4abef91fc2647590be59131af19023d6fcc77f8cf066d9c6",c3fbc8eece7c0f9baafcea8b2fd65323d04606bf6ecd8cab04424f254d909bdb,2012-02-06 15:34:04,2023-01-13 18:46:45,inner
B011N03政風室三股,B011N03,"OU=B011N03,OU=B011N00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",c2ceb72eb383864f8951a1933ebee154,"3137d67923f05226abe9c0e6699968b8dd328c92cdd2c416b1f1f07d746eb426",bd8bb91060a3428bb34900574c8b10ec7a3a3f25b8f0643e5fb07a67c0d084cc,2012-02-06 15:34:05,2023-01-13 18:46:45,inner
B011P01監察室(總局)(停用),B011P01,"OU=B011P01,OU=B011P00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","96c07cd97f069f4491988f7601ad565f","16a688a6c5b6cff323efca65a0c89067179ad7d2ebfcdf8bd2d02dcfe6e75e54",d068abf894ec0b7dcfb49a0ca3b6ec9fe2c8ee0395a0e1f952386121f5ff2f63,2012-02-06 15:34:07,2023-01-13 18:46:47,inner
B011P02監察室(台中股),B011P02,"OU=B011P02,OU=B011P00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","9d367f5e1af6eb44a6ea0653f0a83b3b","25c7a960a7a26ca9f3fb2d84e3beab0860810bc255490272930d92690c1918fc","3a94106134931d584a575594f93156c226a272d56a25db4e8096e00f82169189",2012-02-06 15:34:08,2023-01-13 18:46:47,inner
B011P03監察室(豐原股),B011P03,"OU=B011P03,OU=B011P00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","15056e3b5f75464fa0796960990d331e","5d72c23b108b60f4baacb67cc2699e4602629c83080a1e0ff9773d46980c0f39","9ada258374de1fc17eba715b115f0ddb8104aa3bf6d9c3f4461d5de33e41b5c1",2012-02-06 15:34:09,2023-01-13 18:46:48,inner
B011P04監察室(彰化股),B011P04,"OU=B011P04,OU=B011P00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",e2017884dbd77641ae97c1d806e6b124,"79a7d20ded5c84599771ff97d21d81ff1114c34e156e1b6ca56c79c20f87ca7d","1715513d21940d4550af35cda7e9a0b93856167911b12f6ab80b99f666ff90e7",2012-02-06 15:34:10,2023-01-13 18:46:48,inner
B011Q01徵收及資訊組系統一股,B011Q01,"OU=B011Q01,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","3ab63a449425394d9555b1ecfdda3649","3305a884374896c11fd32ceb6b50475e1cc6721de0793d059f158f2ca8058657","5b2fcf0e4ce207ad213ab1bd984387256a09af04b929ec5f5cc142876e7837d5",2012-02-06 15:34:13,2023-01-13 18:46:50,inner
B011Q02徵收及資訊組系統二股,B011Q02,"OU=B011Q02,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","3e3620afee6ba94e85804b5ae54d1a49",daebd0ac2aebceeb1d25358d6077620d22cbecbc965d83bac24ff05a8a7a5018,"505bd1660ac12890c73ad517791741e939ecb009c30a0b8dbf6a7ed6722f2caa",2012-02-06 15:34:14,2023-01-13 18:46:50,inner
B011Q03徵收及資訊組機作及資料股,B011Q03,"OU=B011Q03,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","453913b34434ba4793cdcdbc12348fe9","6cd8f0f2a34f37b4ad19363e3f5ef8b583dcf5e1352c5743aa2add9a3735facf","7cddab09ffd079162f8dcf7301d5e46f4b9aef38c14df5cdbf8539f0bfe49efb",2012-02-06 15:34:15,2023-01-13 18:46:52,inner
B011Q04資訊科管制股(停用),B011Q04,"OU=B011Q04,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","9a0d25b1b76d234383658e17d1a56a3d","64b9b464d723913720aa20db136b2567c49b453c5f4d840b9205fc2bfb65ddd7","04e8f1e55eab7161da78a6e56da28ef760b116cd3f9c29bc9b5135c88ad740f9",2012-02-06 15:34:16,2023-01-13 18:46:52,inner
B011Q06徵收及資訊組系統三股,B011Q06,"OU=B011Q06,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","2cf4ebf5f57fb94ea956fff860dad804","5d804b00e07d1c843d16a84d936d800a0d9d103fb08531b820a1513f42c0f899",e17a062237ebc7b656894ec05054966a9a4867ac8947b32bf7f24333ef500f3f,2012-02-06 15:34:18,2023-01-13 18:46:54,inner
B011Q07徵收及資訊組徵收及劃解退稅股,B011Q07,"OU=B011Q07,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","7cd5fe07bf584917a6757cd5fe07bf58","1bf90a103f4992cada91c7941a82b7ad65bbf483a616d94a85754c6c728defed",b66390190c6ec8a8bee47781e0295ae5d456534e9746612cafca82c127623bc8,2022-12-19 15:52:19,2023-01-13 18:46:55,inner
B011Q08徵收及資訊組欠稅清理及執行股,B011Q08,"OU=B011Q08,OU=B011Q00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",bb7706f21c04408c9a30bb7706f21c04,"925a66c35a7f99dff5b53a0518c80e30ede4c8ab47a68de18b06db67ae1d9e2c","9a294d377973bc120c61d0f22270bc823b853a1fc04d52ff3f8f72ba4210b056",2022-12-19 15:54:16,2023-01-13 18:46:56,inner
B011R01綜所遺贈稅組綜合所得稅股,B011R01,"OU=B011R01,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","159768cad701474897b5cbad4b50e979","06ddbc8c266412efec8919f6be5a219af0a0b464d2f9c0e849e90f38a989841a","7d3e85d03a14358baa570e45fcd64b05f95535c8382dd53912a3f167290d92b7",2012-02-06 15:34:20,2023-01-13 18:46:57,inner
B011R02綜所遺贈稅組個案調查股,B011R02,"OU=B011R02,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","93f9d22f68472a48942f7112d8879302","5813238d08b3fc25ba291af7aae7241ed84bcdedf4143190ac96797dfa53f371",c729ffdde8fdb3bf8d2b84bfbdc921bc6a7bb715518357660ed615a5b32d4edf,2012-02-06 15:34:21,2023-01-13 18:46:57,inner
B011R04審查二科綜合所得稅及扣繳行政股(停用),B011R04,"OU=B011R04,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",d48c6892acc9174a96668867aa05fd12,e3c5e9690f754217c728786a10a26719f380f41f6ddb00d6122efa3c202a3cfa,b9a369795bec79f8f2345e0c48b6211f314f90038f56119dbec3300edbd7fb8b,2012-02-06 15:34:22,2023-01-13 18:46:58,inner
B011R05綜所遺贈稅組遺產及贈與稅股,B011R05,"OU=B011R05,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",ceb52275d02cbe428391801203bfc8f9,"67037268bda639a5985e2c8bfe152ad3c9f9020aa2df6be0d0eb929ea29a123c",a44ccccc194388f4a7bc3a61e89b71126ff630ee276047d00ea6ddfb2b60c6a4,2012-02-06 15:34:23,2023-01-13 18:46:59,inner
B011R06審查二科遺贈稅二股(停用),B011R06,"OU=B011R06,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","54c046a3afe8d249b6257ff99b8ae8ba",c88e596a64819745f9ae255c958618d725b7b3b1242bf09eabf5f20fd8201b94,c868d8d580f4cf64e707620a8218804f35e029a4a8a1dfbda269a8c141a3f9e7,2012-02-06 15:34:24,2023-01-13 18:46:59,inner
B011R07審查二科遺贈稅三股(停用),B011R07,"OU=B011R07,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",b299cb99ecec41408534bca1f2d95a90,d60d39504f8cd95b50311f5e6cf06349359b7ba3cd83ea43c0cd3fe59fbdc36e,"82c800ddcfc9f77122b95a302eed399a9ae36a4e901c5dc72dba728163564e36",2012-02-06 15:34:25,2023-01-13 18:47:00,inner
B011R08審查二科執行業務查核股(停用),B011R08,"OU=B011R08,OU=B011R00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",c0a2198847a2b543b2a744f3c83eb90f,"6eb1f2ee944a0121152f20a1230e8fd3b1f20a1dcfbd1bad7b3027a4c193b399",debe1477df1a899106fa1521c0b2c80fc9c2e4e575e2cf402a722d6a9573b871,2012-02-06 15:34:26,2023-01-13 18:47:00,inner
B011S02審查四科查核行政股,B011S02,"OU=B011S02,OU=B011S00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","5b3241b6f928ce41b3eb7c00227827d7","3c5bee72187710fc8480297647c4b4a3fd9dd3b7430d235e44fd3ad3e4d313b0",d8c550b88d786cf4a89c0b14ad0a582dd4c3c690c29fb49fc7e5ed2fa1d4133c,2012-02-06 15:34:30,2023-01-13 18:47:04,inner
B011T01法務組違章審理股,B011T01,"OU=B011T01,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",cae7adcc8a0f4e8d8883cae7adcc8a0f,d349fd14112850e0c0dc485b95840b1ec08df50d2e00045a168e5409f045ffb7,edf8e33d5214dbca712713c41421743beaf4495c07bcf6428594def8c18a0870,2012-07-03 10:50:18,2023-01-13 18:47:06,inner
B011T02法務一科違章股(停用),B011T02,"OU=B011T02,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",f999f34fe1e048c1be9ff999f34fe1e0,"07ddd304294269250663059ade9c45fce4eb326537404ab05d83896e16fe621d","6ecc395a24cb80fd62895fcebf30723279850314692dca2b964a45a1e7d818e0",2012-07-03 10:50:20,2023-01-13 18:47:06,inner
B011T03法務一科行政救濟一股(停用),B011T03,"OU=B011T03,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","60943f410c7e46c2aa9c60943f410c7e","28ac49a77e52bcff0b8db81905d007355eae210cb224530747b6cb32965c4b0c","4f7d776ce66c1ccf9c3327400fb6e39d973a00ffaee4703177e4952d8852f830",2012-07-03 10:50:22,2023-01-13 18:47:07,inner
B011T04法務一科行政救濟二股(停用),B011T04,"OU=B011T04,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","49d49e2e2c3140bcb68e49d49e2e2c31","20e0d841dda223d4c9ab923ad2a897f798634f46ccb2174a51097d867e62a633","710f1ffd14ce3e24114083f5a560e268e90caa2d1c85066113ebea896fd31d92",2012-07-03 10:50:24,2023-01-13 18:47:07,inner
B535307東勢稽徵所營所遺贈稅股,B535307,"OU=B535307,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","706b4ec591604bec8d0b706b4ec59160",d0a6d50350036aab2c9b42414779524e82abfc629a2fe73f8331dbc3abaa267e,"23c49c53c94de3ac01d79b2f1768c70e10a1534f190ea6d1c9f708e0787d4886",2013-03-08 10:19:24,2023-01-13 18:49:30,inner
B535308東勢稽徵所服務管理股,B535308,"OU=B535308,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","6fe4ff715a8848eda4e86fe4ff715a88",e908c734df3a5a8068fa963b8507fdd0566f522237940f571a087976dcf3a713,"72ca13446b608dcd8e0d1593fd79ebcd7d990a85febcc2ac055f2db6a83dd225",2013-03-08 10:19:27,2023-01-13 18:49:31,inner
B535309東勢稽徵所銷售稅股,B535309,"OU=B535309,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","24b7ea1ef49e4728841b24b7ea1ef49e","19013f496ee93bf3fad89520ecbac050102d5735772178700421815a5594dd8c",c16aa52f1e7f246436d19fd25a9e85e0d9ee645aec9b49d04ad0fe5a7eb7cb2c,2013-03-08 10:19:34,2023-01-13 18:49:31,inner
M616102竹山稽徵所審核員,M616102,"OU=M616102,OU=M616100,OU=M61,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","955dd2e0024f487aa7f6955dd2e0024f",fc03d07c4757e9cbefa82a09b9a1c7629161d2e79f4f49a8ea10798f8aa8da1c,"6b736dbc5cf0112d8d2c2756799303884159033efec8629caa84c7f28f3b282d",2013-03-08 10:22:57,2023-01-13 18:50:00,inner
M616103竹山稽徵所服務股(停用),M616103,"OU=M616103,OU=M616100,OU=M61,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","027aedeb78564ad98abe027aedeb7856","9f6f32256070910285b15042f009b691e52036dc514768e180bc5eee097888f5","41532d97537710d61ce82039ae06959a8bc6d452635c13e9012c632557a3b6ec",2013-03-08 10:23:01,2023-01-13 18:50:01,inner
M616104竹山稽徵所審查股(停用),M616104,"OU=M616104,OU=M616100,OU=M61,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","00c712c68222459f8d0500c712c68222","78a389f97a00d2e0633e4d4f408b3be75f4dbd5d6f7e493d6740d770c2e3a663","11e6954244e8f073a9d83fe240d4e5586e3c8bfb925921420f3aefa0043b156d",2013-03-08 10:23:04,2023-01-13 18:50:01,inner
M616105竹山稽徵所徵收股(停用),M616105,"OU=M616105,OU=M616100,OU=M61,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",ff24ed7e4c6f432b95ebff24ed7e4c6f,b47c389375ea607afed00c15dff1171d33e62f1b357d44a08ffedf168eec9a8e,"353111896bcdf7541c555265179884e059b26804652cf5e298b5456045c14cb0",2013-03-08 10:23:11,2023-01-13 18:50:02,inner
B492C07臺中分局審查課(停用),B492C07,"OU=B492C07,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",fbc6ea8a1f554eb286c1fbc6ea8a1f55,"7bfe6fb8927b2eb4bf37e83962ebb5fd1b913f435aed7645a8ab996e5c2d774f","51b5177d368378178f212cceb48cbcf0373e299a1347f48eb1bf38ce64d6d557",2013-03-08 10:13:22,2023-01-13 18:47:17,inner
B492D00臺中分局徵收課(停用),B492D00,"OU=B492D00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",bdd34f82bdfb44e0a37fbdd34f82bdfb,"20c39fc5b446dcab4b2e0ff96cbffd5928f1cabb71c9a72e59c67b6084f97fa4",a4234007c1fd8a1920faa8bdb0931eb0317344189c3ba88b3290fe23b3143961,2013-03-08 10:10:19,2023-01-13 18:47:18,inner
B492E00臺中分局第一課(停用),B492E00,"OU=B492E00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",e5481a22cfa04b1fbd56e5481a22cfa0,"3980ab942e52a630f92b75b4c0f3a7cab47d47594a6bb469a28ced1a62272bc5","1afad06730e3313d6086eeb6dad8b1c1e3db1887c68efc04c02ca7c0084fbb7f",2013-03-08 10:07:24,2023-01-13 18:47:19,inner
B492D09臺中分局徵收課(停用),B492D09,"OU=B492D09,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",ced38d7517a941d0a4feced38d7517a9,"159456d351f1cd517949ca38812b09bdb3492fdae82285ab31a88c30f3e480c8","30b28f6d9c1fb351a41c7e761562db7a47ba775b81b670bc52037ebc5ca49d22",2013-03-08 10:10:43,2023-01-13 18:47:19,inner
B492F00臺中分局第二課(停用),B492F00,"OU=B492F00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","4c7f3fbe4a9b4152817e4c7f3fbe4a9b",aed378188c07182fa7022e434aee1ea466dcb620f6c5d0c946fb74513a1c2c52,dfc6f15be6501a99fae168c2bfeaf8545141ba8b2656ce1b1823c7a123fdf1f0,2013-03-08 10:04:22,2023-01-13 18:47:20,inner
B492E10臺中分局營所遺贈稅課,B492E10,"OU=B492E10,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","697207ade3ef4804ab61697207ade3ef","8730ffcb95dd70b754a4aa7da4e8df893da16241dfb305e9d8356ea18d309236","56dc794bfd8e630c121baa26a339e0c6e2d52b823020bf33369645bae573e58a",2013-03-08 10:08:28,2023-01-13 18:47:20,inner
B492H12臺中分局銷售稅課,B492H12,"OU=B492H12,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","2298f9c7d2194c09b2f92298f9c7d219",e3cf572fb503d0aa37fc4eedf387467a6a141c420cddcc321ae2307091777cef,"954350309c21d60755a94fdf51bcc56d990bd3bcc99b28f0897b59092e227f00",2013-03-08 10:22:30,2023-01-13 18:47:23,inner
B492H00臺中分局第三課(停用),B492H00,"OU=B492H00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","4b46a7a194f044a185754b46a7a194f0",f53453d442a50ff4db21d4a149363166f14d378a62bc1e608c44f20b50e559e9,fe4de2622112c063069ac42d257553226b3ef49f74415927ce7fc5245399f958,2013-03-08 10:21:32,2023-01-13 18:47:23,inner
B492J00臺中分局第四課(停用),B492J00,"OU=B492J00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","9fea957de2644f9cb4379fea957de264","1745d29eb3c71d50b36878a9bed4b43314b724f5121aa3879772b1cdcbfb6743","7583915c7c252edc3f6745c6fe0d49c0c3bd2cf370fc78ac4e8c34af41f59a70",2013-03-08 10:16:01,2023-01-13 18:47:24,inner
B492K00臺中分局秘書室(停用),B492K00,"OU=B492K00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","004d9ace5a3c422ea386004d9ace5a3c","0266b1b4db822caf046403d02c34236de9f498041f09765a83d293d433d4f9da","72121677fe023e6ec5f7e9f22e2a0da510d976ea876a410b78dbfbf446c94f7e",2013-03-08 10:13:26,2023-01-13 18:47:25,inner
B492J13臺中分局服務管理課,B492J13,"OU=B492J13,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",fa333d564a4742a784b2fa333d564a47,d8cb9e0017f01b94871fa515077507d20c1a2283a1181581964354123f7fa296,"271bcd5a3024207c42ebdeea2a2b6049d8f636aeb54b68d5370b7160e88169a9",2013-03-08 10:16:39,2023-01-13 18:47:25,inner
B492K02臺中分局秘書室,B492K02,"OU=B492K02,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","20a3ebc58672406ca44e20a3ebc58672","219fe13b9847b29a4bad3facffe0f44374685bcbfd0ea1218ee2e283d919a7a4","95e47588ffcfa4744b1e414f1f8efe1054c10071f8f4adbdcd167baa9cce8dc3",2013-03-08 10:13:41,2023-01-13 18:47:26,inner
B492L05臺中分局主計室,B492L05,"OU=B492L05,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","599361f66f1047499bf4599361f66f10",c683e73b5107983301984b2a4d6b639eef17234bbcd5d345234a39ada1df8d97,"44497e8e3b9f3aef77f5fa978978ba049022faaef6cdebd831b691bcd46e891e",2013-03-08 10:11:05,2023-01-13 18:47:27,inner
B492L00臺中分局會計室(停用),B492L00,"OU=B492L00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","105dae0704e54b0ebe13105dae0704e5","33a6e2cef2d92476bcc19841ac509d08df81b1ae92a554a769c818f61e3b31df",bf666277a8ffeb23e574c395915da9b2608ea198d3fa9b061b8609cd752b74d8,2013-03-08 10:10:39,2023-01-13 18:47:27,inner
B492M00臺中分局人事室(停用),B492M00,"OU=B492M00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","3d0960f976724bdd90353d0960f97672","1900940f8db8b74d431ae395f05b546c2d0300d31181b4ab9a537212ace3b9e8",d166a4f85b54968df15b0169afaf0277675e1fdd5193a470fc14c40cbaace6f0,2013-03-08 10:07:47,2023-01-13 18:47:28,inner
B492M03臺中分局人事室,B492M03,"OU=B492M03,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",d7704260bf314834888bd7704260bf31,b5f7783cc1aaa36672fae3e887336e4403b520a5fe891bdb4def554ccaca1c8a,e7e6d2e2d457e80a9619de4ac0e65cf9224525f490c305e1cfaecf1f48365342,2013-03-08 10:08:00,2023-01-13 18:47:28,inner
B492N00臺中分局政風室(停用),B492N00,"OU=B492N00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",e78daf5160654a98a6cbe78daf516065,"207d485a38e8e4990a8931dde799330fa0249f12a365d417adc0ac6fd2148791","590172269ef959cf0161d078c258d6da1985c5ff83e275e34ee000c7dd0ef491",2013-03-08 10:04:39,2023-01-13 18:47:29,inner
B492N04臺中分局政風室,B492N04,"OU=B492N04,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",cf80091472cb43f48d81cf80091472cb,"38e2a0ba5bcdda874333c818e18a0ad47b81250161e4daf581c2a43200c27858",ef51bc347255b53d0c52b10eddd7afc162a19ea3220e9262ebc815a367ab5d72,2013-03-08 10:04:53,2023-01-13 18:47:30,inner
B502A01豐原分局分局長室,B502A01,"OU=B502A01,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",ef7cd56a2b4045ef9afaef7cd56a2b40,cabd751f20c0d76450e4dbf6e62dacb3499854ed12156b8bf41bdef78bcd3cc5,"59d81fa9a53324709901a1ca5abfc0cb452d0bbeafeb74ce470c0c3a6fd1dd4a",2013-03-08 10:08:17,2023-01-13 18:47:31,inner
B502A00豐原分局分局長室(停用),B502A00,"OU=B502A00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","611bb2290d534464829b611bb2290d53","342cda7ac77e2bacf07a2103c3621aaaa5530e4caa2b04ce3061b999ec1a3e7c","06f699052fbd974c9e08c029344667306e53f15da773300d3ecffb241200233d",2013-03-08 10:08:14,2023-01-13 18:47:31,inner
B502B00豐原分局服務課(停用),B502B00,"OU=B502B00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","92aa4b8cd97c4f96bb5192aa4b8cd97c",efe57b34f3b4ea2cb433b13b81694e0118d6d05e8ffdceaa2b58d27d1195d9b7,df51ff7c644f0c4ba7aa9d66439abb6f782f7db8b3b32010b0b4b826521ad490,2013-03-08 10:05:15,2023-01-13 18:47:32,inner
B502B06豐原分局服務課(停用),B502B06,"OU=B502B06,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","84e1ff712ed74cdda51c84e1ff712ed7",c98b24bbfdc6c0b6a22ca5e791988f567638f32cb99527df06bc447ce6d8f11a,d8f6700d68a8e74fc32e863ff90b5894e7e4977ba0b05689c807948b63be76e3,2013-03-08 10:05:18,2023-01-13 18:47:33,inner
B502C00豐原分局審查課(停用),B502C00,"OU=B502C00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","7933f451f4fe4ae3a7877933f451f4fe","1d90c6906b585f70f437c024c453a4d8de9ffa8e82762db848095d71f1020e18",a383f3ec725bec341d72e1286b6790d18ef6ca92a9dd9e2859f4816a2db749fc,2013-03-08 10:24:57,2023-01-13 18:47:33,inner
B502D00豐原分局徵收課(停用),B502D00,"OU=B502D00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",c340e78bfe7043bb9f6fc340e78bfe70,"916caf880756bc108cbe2298ad84cb5199557515378a765379558017cfb12245",fa7029cef0c50be6c2af7ceaefde4dd3659daa260edd88f3fe45ed7e36c1f8ce,2013-03-08 10:22:10,2023-01-13 18:47:34,inner
B502F00豐原分局第二課(停用),B502F00,"OU=B502F00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","17c94704111b41d3b81817c94704111b","51fccd13226062a7e5950d7647d117458c6c5c29f548208b1064cc2a26206111","7eed98b18b66f3729b464432a0f77430338f2b7f596c79dc211168b26977741c",2013-03-08 10:16:21,2023-01-13 18:47:37,inner
B502F11豐原分局綜所稅課,B502F11,"OU=B502F11,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","4ba43015d0594786ab934ba43015d059","0081efe70125d3958c9cf4a56e0c4a1e0eaf531f2980d796f794a8ba35b3c0d0","1de26b62cd71d4d3947f0bd60ff75af63ff528012b87d5f946ad95bfeb2d797e",2013-03-08 10:17:20,2023-01-13 18:47:37,inner
B502G00豐原分局資料課(停用),B502G00,"OU=B502G00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","411862c415da44c995a2411862c415da",da426c16da23095b0ca53e020ce831bbf9ef5797089c8c4ebf665c9901f37b83,d0dd994c32564489c575f45b5bf3c504b0f38d8b7ef40c61a12c555a95b11b0f,2013-03-08 10:14:13,2023-01-13 18:47:38,inner
B502G08豐原分局資料課(停用),B502G08,"OU=B502G08,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","619c69b4bf344b988644619c69b4bf34","1204d1791ae47242284f72c2bdee555d501f09d89d0e9b180e4eecf71d823e29","6bb95d11113d7652228f4263469d49fe59e1a1f6aebf9f0457bdf95db13d819f",2013-03-08 10:14:26,2023-01-13 18:47:39,inner
B502H00豐原分局第三課(停用),B502H00,"OU=B502H00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",cc4b3cb6aa5843c29986cc4b3cb6aa58,cdb7c70d54e1e6d32d3c1ee460edcb0c7e115da9fe491e1cd9b0fd7a3204c23e,"9422a06ff145e8165cf9d16523ffd1e8ba7f69e04c42545a86735b78606b0d9f",2013-03-08 10:11:18,2023-01-13 18:47:39,inner
